Replicate Name,Protein Name,Precursor Ion Name,Precursor Mz,Product Mz,Retention Time,Area,Background,Start Time,End Time,Height
241121_Smp_UCYNA_Z-37,Internal_Std,D-Tryptophan,191.168,119.146,1.43,3667143,57194,1.38,1.5,1562881
241121_Smp_UCYNA_Z-38,Internal_Std,D-Tryptophan,191.168,119.146,1.43,3614509,60120,1.38,1.49,1583877
241121_Smp_UCYNA_Z-39,Internal_Std,D-Tryptophan,191.168,119.146,1.43,3256274,33924,1.38,1.49,1439051
241121_Smp_UCYNA_Z-40,Internal_Std,D-Tryptophan,191.168,119.146,1.42,3664058,43191,1.38,1.5,1672574
241121_Smp_UCYNA_Z-41,Internal_Std,D-Tryptophan,191.168,119.146,1.43,3320672,51926,1.38,1.48,1394274
241121_Smp_UCYNA_Z-42,Internal_Std,D-Tryptophan,191.168,119.146,1.42,3548594,45707,1.38,1.49,1568473
241121_Std_0nM_UCYNA_B12_1,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,807236,800,1.38,1.49,401777
241121_Std_0nM_UCYNA_B12_2,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,634165,13,1.38,1.5,271832
241121_Std_1nM_UCYNA_B12_1,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,883518,9407,1.38,1.48,431930
241121_Std_1nM_UCYNA_B12_2,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,664949,2588,1.38,1.49,300613
241121_Std_5nM_UCYNA_B12_1,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,924983,11604,1.38,1.49,380146
241121_Std_5nM_UCYNA_B12_2,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,707352,7099,1.38,1.48,357201
241121_Std_10nM_UCYNA_B12_1,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,991750,16776,1.38,1.49,441080
241121_Std_10nM_UCYNA_B12_2,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,641120,8746,1.38,1.48,268442
241121_Std_20nM_UCYNA_B12_1,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1000045,9339,1.38,1.5,437587
241121_Std_20nM_UCYNA_B12_2,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,634656,10798,1.38,1.5,294919
241121_Std_50nM_RP-Mix234_InH2O,Internal_Std,D-Tryptophan,191.168,92.0825,2.49,505,0,2.43,2.52,813
241121_Poo_UCYNA-culture_Full1,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1339676,20434,1.37,1.49,538296
241121_Poo_UCYNA-culture_Full2,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,1020666,4855,1.38,1.49,418342
241121_Poo_UCYNA-culture_Full3,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,913830,12189,1.38,1.5,426044
241121_Smp_UCYNA_Z-2,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1016082,17196,1.38,1.5,458267
241121_Smp_UCYNA_Z-4,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1095917,11298,1.38,1.49,510256
241121_Smp_UCYNA_Z-7,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,893905,18732,1.38,1.49,408496
241121_Smp_UCYNA_Z-12,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,906066,21979,1.38,1.49,404243
241121_Smp_UCYNA_Z-13,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,928418,35936,1.38,1.49,422239
241121_Smp_UCYNA_Z-17,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,927787,15654,1.38,1.5,427254
241121_Smp_UCYNA_Z-19,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,878358,15980,1.37,1.5,352670
241121_Smp_UCYNA_Z-20,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,943398,22682,1.38,1.49,439729
241121_Smp_UCYNA_Z-21,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,750010,222,1.38,1.5,325681
241121_Smp_UCYNA_Z-22,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1328417,21358,1.38,1.49,611365
241121_Smp_UCYNA_Z-23,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1252765,20173,1.38,1.49,587515
241121_Smp_UCYNA_Z-24,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1140674,8697,1.38,1.49,489504
241121_Smp_UCYNA_Z-25,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,622170,11734,1.38,1.49,271747
241121_Smp_UCYNA_Z-26,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,687101,26176,1.38,1.5,302302
241121_Smp_UCYNA_Z-27,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,629077,13822,1.38,1.5,288692
241121_Smp_UCYNA_Z-28,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,665910,3023,1.38,1.5,302614
241121_Smp_UCYNA_Z-29,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,663212,106,1.38,1.49,303509
241121_Smp_UCYNA_Z-30,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1124042,17899,1.38,1.49,459742
241121_Smp_UCYNA_Z-31,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1213273,30641,1.38,1.49,508589
241121_Smp_UCYNA_Z-32,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,1307754,38047,1.38,1.49,556995
241121_Smp_UCYNA_Z-33,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,759422,6271,1.37,1.49,320648
241121_Smp_UCYNA_Z-34,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,1298160,6770,1.38,1.5,531461
241121_Smp_UCYNA_Z-35,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,1691818,8330,1.38,1.5,667360
241121_Smp_UCYNA_Z-36,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,1535989,30229,1.38,1.49,665089
241121_Smp_UCYNA_Z-37,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,642148,216,1.38,1.5,315687
241121_Smp_UCYNA_Z-38,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,602496,19960,1.38,1.49,243215
241121_Smp_UCYNA_Z-39,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,588499,24593,1.38,1.49,287527
241121_Smp_UCYNA_Z-40,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,664495,1060,1.38,1.5,292372
241121_Smp_UCYNA_Z-41,Internal_Std,D-Tryptophan,191.168,92.0825,1.43,602629,9141,1.38,1.48,236665
241121_Smp_UCYNA_Z-42,Internal_Std,D-Tryptophan,191.168,92.0825,1.42,646860,4309,1.38,1.49,277543
241121_Std_0nM_UCYNA_B12_1,Others,DMB,147.149,131.832,3.25,7198,25409,3.25,3.32,5023
241121_Std_0nM_UCYNA_B12_2,Others,DMB,147.149,131.832,3.23,28355,10364,3.22,3.31,23447
241121_Std_1nM_UCYNA_B12_1,Others,DMB,147.149,131.832,3.37,13507,32294,3.26,3.38,9860
241121_Std_1nM_UCYNA_B12_2,Others,DMB,147.149,131.832,3.2,53798,0,3.13,3.3,12064
241121_Std_5nM_UCYNA_B12_1,Others,DMB,147.149,131.832,3.33,14677,3715,3.28,3.34,11737
241121_Std_5nM_UCYNA_B12_2,Others,DMB,147.149,131.832,3.31,7806,0,3.28,3.33,5238
241121_Std_10nM_UCYNA_B12_1,Others,DMB,147.149,131.832,3.23,89706,21138,3.19,3.32,29022
241121_Std_10nM_UCYNA_B12_2,Others,DMB,147.149,131.832,3.29,5790,6836,3.28,3.35,5245
241121_Std_20nM_UCYNA_B12_1,Others,DMB,147.149,131.832,3.21,147410,23747,3.18,3.32,43356
241121_Std_20nM_UCYNA_B12_2,Others,DMB,147.149,131.832,3.26,8425,12601,3.26,3.34,5370
241121_Std_50nM_RP-Mix234_InH2O,Others,DMB,147.149,131.832,3.22,82811944,5971808,3.18,3.3,27661824
241121_Poo_UCYNA-culture_Full1,Others,DMB,147.149,131.832,3.2,27940,34412,3.18,3.3,12890
241121_Poo_UCYNA-culture_Full2,Others,DMB,147.149,131.832,3.23,40264,24586,3.18,3.3,16746
241121_Poo_UCYNA-culture_Full3,Others,DMB,147.149,131.832,3.21,44174,22646,3.18,3.3,21425
241121_Smp_UCYNA_Z-2,Others,DMB,147.149,131.832,3.22,23802,19556,3.18,3.3,14153
241121_Smp_UCYNA_Z-4,Others,DMB,147.149,131.832,3.22,40594,32020,3.18,3.3,21197
241121_Smp_UCYNA_Z-7,Others,DMB,147.149,131.832,3.19,37195,19755,3.18,3.3,12522
241121_Smp_UCYNA_Z-12,Others,DMB,147.149,131.832,3.22,43699,18511,3.18,3.3,15010
241121_Smp_UCYNA_Z-13,Others,DMB,147.149,131.832,3.26,16850,8902,3.18,3.3,6907
241121_Smp_UCYNA_Z-17,Others,DMB,147.149,131.832,3.2,16926,23266,3.18,3.3,6124
241121_Smp_UCYNA_Z-19,Others,DMB,147.149,131.832,3.25,40820,27159,3.18,3.3,14727
241121_Smp_UCYNA_Z-20,Others,DMB,147.149,131.832,3.22,34569,10589,3.18,3.3,10760
241121_Smp_UCYNA_Z-21,Others,DMB,147.149,131.832,3.23,25976,2559,3.18,3.31,9071
241121_Smp_UCYNA_Z-22,Others,DMB,147.149,131.832,3.22,51205,26519,3.18,3.3,18400
241121_Smp_UCYNA_Z-23,Others,DMB,147.149,131.832,3.22,33984,34564,3.18,3.3,12654
241121_Smp_UCYNA_Z-24,Others,DMB,147.149,131.832,3.21,237961,113729,3.18,3.3,84096
241121_Smp_UCYNA_Z-25,Others,DMB,147.149,131.832,3.23,58589,14601,3.18,3.3,17826
241121_Smp_UCYNA_Z-26,Others,DMB,147.149,131.832,3.24,18734,7331,3.18,3.3,8173
241121_Smp_UCYNA_Z-27,Others,DMB,147.149,131.832,3.22,34308,3467,3.18,3.3,11226
241121_Smp_UCYNA_Z-28,Others,DMB,147.149,131.832,3.22,57481,0,3.18,3.3,19164
241121_Smp_UCYNA_Z-29,Others,DMB,147.149,131.832,3.23,55716,235,3.18,3.3,17369
241121_Smp_UCYNA_Z-30,Others,DMB,147.149,131.832,3.27,43364,0,3.18,3.3,12288
241121_Smp_UCYNA_Z-31,Others,DMB,147.149,131.832,3.21,27545,28190,3.18,3.3,13263
241121_Smp_UCYNA_Z-32,Others,DMB,147.149,131.832,3.2,38702,19700,3.18,3.3,12216
241121_Smp_UCYNA_Z-33,Others,DMB,147.149,131.832,3.22,22783,14865,3.18,3.3,10619
241121_Smp_UCYNA_Z-34,Others,DMB,147.149,131.832,3.22,24205,21444,3.18,3.3,14118
241121_Smp_UCYNA_Z-35,Others,DMB,147.149,131.832,3.22,17603,18457,3.18,3.31,8970
241121_Smp_UCYNA_Z-36,Others,DMB,147.149,131.832,3.23,39954,10051,3.18,3.3,16219
241121_Smp_UCYNA_Z-37,Others,DMB,147.149,131.832,3.21,27819,6979,3.18,3.3,11486
241121_Smp_UCYNA_Z-38,Others,DMB,147.149,131.832,3.23,58241,197,3.18,3.3,18078
241121_Smp_UCYNA_Z-39,Others,DMB,147.149,131.832,3.24,22187,6443,3.18,3.3,7166
241121_Smp_UCYNA_Z-40,Others,DMB,147.149,131.832,3.22,21911,1784,3.18,3.3,7059
241121_Smp_UCYNA_Z-41,Others,DMB,147.149,131.832,3.22,27190,15455,3.18,3.3,11197
241121_Smp_UCYNA_Z-42,Others,DMB,147.149,131.832,3.22,22349,0,3.18,3.3,5575
241121_Std_0nM_UCYNA_B12_1,Others,DMB,147.149,120.173,3.28,31969,20796,3.25,3.32,20840
241121_Std_0nM_UCYNA_B12_2,Others,DMB,147.149,120.173,3.24,16321,12863,3.22,3.31,6443
241121_Std_1nM_UCYNA_B12_1,Others,DMB,147.149,120.173,3.32,51198,21698,3.26,3.38,15763
241121_Std_1nM_UCYNA_B12_2,Others,DMB,147.149,120.173,3.2,54576,6348,3.13,3.3,10532
241121_Std_5nM_UCYNA_B12_1,Others,DMB,147.149,120.173,3.31,8022,21561,3.28,3.34,7850
241121_Std_5nM_UCYNA_B12_2,Others,DMB,147.149,120.173,3.29,2428,5908,3.28,3.33,2132
241121_Std_10nM_UCYNA_B12_1,Others,DMB,147.149,120.173,3.25,70927,31915,3.19,3.32,18003
241121_Std_10nM_UCYNA_B12_2,Others,DMB,147.149,120.173,3.31,12383,0,3.28,3.35,5230
241121_Std_20nM_UCYNA_B12_1,Others,DMB,147.149,120.173,3.2,54932,64911,3.18,3.32,24664
241121_Std_20nM_UCYNA_B12_2,Others,DMB,147.149,120.173,3.28,17961,10106,3.26,3.34,10092
241121_Std_50nM_RP-Mix234_InH2O,Others,DMB,147.149,120.173,3.22,20372794,1727891,3.18,3.3,6967360
241121_Poo_UCYNA-culture_Full1,Others,DMB,147.149,120.173,3.23,31520,60812,3.18,3.3,14008
241121_Poo_UCYNA-culture_Full2,Others,DMB,147.149,120.173,3.18,8863,46014,3.18,3.3,6071
241121_Poo_UCYNA-culture_Full3,Others,DMB,147.149,120.173,3.2,52454,9515,3.18,3.3,14731
241121_Smp_UCYNA_Z-2,Others,DMB,147.149,120.173,3.22,35008,18196,3.18,3.3,10342
241121_Smp_UCYNA_Z-4,Others,DMB,147.149,120.173,3.26,27879,25076,3.18,3.3,9337
241121_Smp_UCYNA_Z-7,Others,DMB,147.149,120.173,3.18,7230,68535,3.18,3.3,10480
241121_Smp_UCYNA_Z-12,Others,DMB,147.149,120.173,3.22,19515,47324,3.18,3.3,11615
241121_Smp_UCYNA_Z-13,Others,DMB,147.149,120.173,3.19,4794,23564,3.18,3.3,4898
241121_Smp_UCYNA_Z-17,Others,DMB,147.149,120.173,3.2,1957,53204,3.18,3.3,3340
241121_Smp_UCYNA_Z-19,Others,DMB,147.149,120.173,3.21,31992,58470,3.18,3.3,10916
241121_Smp_UCYNA_Z-20,Others,DMB,147.149,120.173,3.23,11651,85586,3.18,3.3,8228
241121_Smp_UCYNA_Z-21,Others,DMB,147.149,120.173,3.2,24008,30851,3.18,3.31,8437
241121_Smp_UCYNA_Z-22,Others,DMB,147.149,120.173,3.23,41854,39227,3.18,3.3,17493
241121_Smp_UCYNA_Z-23,Others,DMB,147.149,120.173,3.2,45275,35112,3.18,3.3,13613
241121_Smp_UCYNA_Z-24,Others,DMB,147.149,120.173,3.21,104471,39368,3.18,3.3,41336
241121_Smp_UCYNA_Z-25,Others,DMB,147.149,120.173,3.23,37566,32537,3.18,3.3,12550
241121_Smp_UCYNA_Z-26,Others,DMB,147.149,120.173,3.26,23551,12451,3.18,3.3,9527
241121_Smp_UCYNA_Z-27,Others,DMB,147.149,120.173,3.22,23882,39590,3.18,3.3,16749
241121_Smp_UCYNA_Z-28,Others,DMB,147.149,120.173,3.28,31282,21049,3.18,3.3,12823
241121_Smp_UCYNA_Z-29,Others,DMB,147.149,120.173,3.2,17701,30244,3.18,3.3,7802
241121_Smp_UCYNA_Z-30,Others,DMB,147.149,120.173,3.28,13840,31476,3.18,3.3,6248
241121_Smp_UCYNA_Z-31,Others,DMB,147.149,120.173,3.19,69860,1817,3.18,3.3,17288
241121_Smp_UCYNA_Z-32,Others,DMB,147.149,120.173,3.18,51741,27128,3.18,3.3,16200
241121_Smp_UCYNA_Z-33,Others,DMB,147.149,120.173,3.22,16377,37851,3.18,3.3,9579
241121_Smp_UCYNA_Z-34,Others,DMB,147.149,120.173,3.25,7482,48144,3.18,3.3,4879
241121_Smp_UCYNA_Z-35,Others,DMB,147.149,120.173,3.18,7658,45227,3.18,3.31,5152
241121_Smp_UCYNA_Z-36,Others,DMB,147.149,120.173,3.2,31816,11452,3.18,3.3,10207
241121_Smp_UCYNA_Z-37,Others,DMB,147.149,120.173,3.2,16768,46683,3.18,3.3,9888
241121_Smp_UCYNA_Z-38,Others,DMB,147.149,120.173,3.26,26195,20301,3.18,3.3,10110
241121_Smp_UCYNA_Z-39,Others,DMB,147.149,120.173,3.27,20661,32867,3.18,3.3,7761
241121_Smp_UCYNA_Z-40,Others,DMB,147.149,120.173,3.21,17207,25653,3.18,3.3,7417
241121_Smp_UCYNA_Z-41,Others,DMB,147.149,120.173,3.22,42690,2354,3.18,3.3,14965
241121_Smp_UCYNA_Z-42,Others,DMB,147.149,120.173,3.23,26253,33679,3.18,3.3,12089
241121_Std_0nM_UCYNA_B12_1,Others,DMB,147.149,77.15,3.29,6887,16440,3.25,3.32,4850
241121_Std_0nM_UCYNA_B12_2,Others,DMB,147.149,77.15,3.23,5895,1856,3.22,3.31,4133
241121_Std_1nM_UCYNA_B12_1,Others,DMB,147.149,77.15,3.3,20529,16219,3.26,3.38,9769
241121_Std_1nM_UCYNA_B12_2,Others,DMB,147.149,77.15,3.19,11691,4431,3.13,3.3,5856
241121_Std_5nM_UCYNA_B12_1,Others,DMB,147.149,77.15,3.32,12292,4162,3.28,3.34,12903
241121_Std_5nM_UCYNA_B12_2,Others,DMB,147.149,77.15,3.3,3954,84,3.28,3.33,3379
241121_Std_10nM_UCYNA_B12_1,Others,DMB,147.149,77.15,3.22,45677,28092,3.19,3.32,19725
241121_Std_10nM_UCYNA_B12_2,Others,DMB,147.149,77.15,3.32,4552,1356,3.28,3.35,2852
241121_Std_20nM_UCYNA_B12_1,Others,DMB,147.149,77.15,3.21,38183,13270,3.18,3.32,10264
241121_Std_20nM_UCYNA_B12_2,Others,DMB,147.149,77.15,3.28,557,7792,3.26,3.34,1226
241121_Std_50nM_RP-Mix234_InH2O,Others,DMB,147.149,77.15,3.22,8801360,750593,3.18,3.3,2800800
241121_Poo_UCYNA-culture_Full1,Others,DMB,147.149,77.15,3.19,10608,14179,3.18,3.3,4736
241121_Poo_UCYNA-culture_Full2,Others,DMB,147.149,77.15,3.22,8457,15387,3.18,3.3,4645
241121_Poo_UCYNA-culture_Full3,Others,DMB,147.149,77.15,3.23,13567,4692,3.18,3.3,8076
241121_Smp_UCYNA_Z-2,Others,DMB,147.149,77.15,3.26,14798,197,3.18,3.3,4931
241121_Smp_UCYNA_Z-4,Others,DMB,147.149,77.15,3.21,16429,5709,3.18,3.3,8175
241121_Smp_UCYNA_Z-7,Others,DMB,147.149,77.15,3.29,19759,4381,3.18,3.3,6367
241121_Smp_UCYNA_Z-12,Others,DMB,147.149,77.15,3.2,6229,16054,3.18,3.3,4279
241121_Smp_UCYNA_Z-13,Others,DMB,147.149,77.15,3.3,1565,19146,3.18,3.3,1751
241121_Smp_UCYNA_Z-17,Others,DMB,147.149,77.15,3.19,19476,0,3.18,3.3,7448
241121_Smp_UCYNA_Z-19,Others,DMB,147.149,77.15,3.19,12434,16295,3.18,3.3,8267
241121_Smp_UCYNA_Z-20,Others,DMB,147.149,77.15,3.3,17180,6606,3.18,3.3,4528
241121_Smp_UCYNA_Z-21,Others,DMB,147.149,77.15,3.25,8754,1992,3.18,3.31,3628
241121_Smp_UCYNA_Z-22,Others,DMB,147.149,77.15,3.18,16435,4832,3.18,3.3,9680
241121_Smp_UCYNA_Z-23,Others,DMB,147.149,77.15,3.24,33175,0,3.18,3.3,10256
241121_Smp_UCYNA_Z-24,Others,DMB,147.149,77.15,3.21,50858,7948,3.18,3.3,17834
241121_Smp_UCYNA_Z-25,Others,DMB,147.149,77.15,3.23,5393,9268,3.18,3.3,2971
241121_Smp_UCYNA_Z-26,Others,DMB,147.149,77.15,3.24,5742,4194,3.18,3.3,2521
241121_Smp_UCYNA_Z-27,Others,DMB,147.149,77.15,3.23,16537,0,3.18,3.3,5241
241121_Smp_UCYNA_Z-28,Others,DMB,147.149,77.15,3.23,21534,0,3.18,3.3,7370
241121_Smp_UCYNA_Z-29,Others,DMB,147.149,77.15,3.23,18217,176,3.18,3.3,7664
241121_Smp_UCYNA_Z-30,Others,DMB,147.149,77.15,3.24,16608,0,3.18,3.3,5729
241121_Smp_UCYNA_Z-31,Others,DMB,147.149,77.15,3.24,15089,3529,3.18,3.3,3883
241121_Smp_UCYNA_Z-32,Others,DMB,147.149,77.15,3.27,19627,197,3.18,3.3,9384
241121_Smp_UCYNA_Z-33,Others,DMB,147.149,77.15,3.19,7999,6855,3.18,3.3,5634
241121_Smp_UCYNA_Z-34,Others,DMB,147.149,77.15,3.23,7688,8803,3.18,3.3,4946
241121_Smp_UCYNA_Z-35,Others,DMB,147.149,77.15,3.25,10222,4487,3.18,3.31,3853
241121_Smp_UCYNA_Z-36,Others,DMB,147.149,77.15,3.2,17009,205,3.18,3.3,8057
241121_Smp_UCYNA_Z-37,Others,DMB,147.149,77.15,3.22,4709,9844,3.18,3.3,6035
241121_Smp_UCYNA_Z-38,Others,DMB,147.149,77.15,3.22,6818,413,3.18,3.3,3986
241121_Smp_UCYNA_Z-39,Others,DMB,147.149,77.15,3.22,12355,197,3.18,3.3,4857
241121_Smp_UCYNA_Z-40,Others,DMB,147.149,77.15,3.22,10655,693,3.18,3.3,4942
241121_Smp_UCYNA_Z-41,Others,DMB,147.149,77.15,3.28,10780,0,3.18,3.3,6044
241121_Smp_UCYNA_Z-42,Others,DMB,147.149,77.15,3.3,3342,7204,3.18,3.3,2789
241121_Std_0nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,122.119,0.68,3984416,93807,0.65,0.75,2510280
241121_Std_0nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,122.119,0.69,3495162,30050,0.65,0.75,2274426
241121_Std_1nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,122.119,0.69,3840278,101625,0.65,0.75,2484860
241121_Std_1nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,122.119,0.69,3611411,110796,0.65,0.75,2401403
241121_Std_5nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,122.119,0.69,3917690,26517,0.65,0.75,2502989
241121_Std_5nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,122.119,0.69,3615064,76444,0.65,0.75,2315448
241121_Std_10nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,122.119,0.69,3881741,97962,0.65,0.75,2556239
241121_Std_10nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,122.119,0.69,3640683,52203,0.65,0.75,2291671
241121_Std_20nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,122.119,0.69,3874157,74308,0.65,0.75,2497759
241121_Std_20nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,122.119,0.69,3543528,94476,0.65,0.75,2281624
241121_Std_50nM_RP-Mix234_InH2O,molecules1,Pyridoxal,168.082,122.119,0.72,19075,7646,0.65,0.75,10238
241121_Poo_UCYNA-culture_Full1,molecules1,Pyridoxal,168.082,122.119,0.69,4598571,174886,0.65,0.75,2080069
241121_Poo_UCYNA-culture_Full2,molecules1,Pyridoxal,168.082,122.119,0.69,4479012,134555,0.65,0.75,1969033
241121_Poo_UCYNA-culture_Full3,molecules1,Pyridoxal,168.082,122.119,0.69,4501102,238327,0.65,0.75,1948862
241121_Smp_UCYNA_Z-2,molecules1,Pyridoxal,168.082,122.119,0.69,3403690,63530,0.65,0.75,2223874
241121_Smp_UCYNA_Z-4,molecules1,Pyridoxal,168.082,122.119,0.69,3756027,54306,0.65,0.75,2543080
241121_Smp_UCYNA_Z-7,molecules1,Pyridoxal,168.082,122.119,0.69,3646077,87503,0.65,0.75,2435383
241121_Smp_UCYNA_Z-12,molecules1,Pyridoxal,168.082,122.119,0.69,3787641,78769,0.65,0.75,2479219
241121_Smp_UCYNA_Z-13,molecules1,Pyridoxal,168.082,122.119,0.69,4047400,67229,0.65,0.75,2593300
241121_Smp_UCYNA_Z-17,molecules1,Pyridoxal,168.082,122.119,0.69,3441639,105458,0.65,0.75,2177339
241121_Smp_UCYNA_Z-19,molecules1,Pyridoxal,168.082,122.119,0.69,3479218,100762,0.65,0.75,1974428
241121_Smp_UCYNA_Z-20,molecules1,Pyridoxal,168.082,122.119,0.69,3548424,48511,0.65,0.75,1879405
241121_Smp_UCYNA_Z-21,molecules1,Pyridoxal,168.082,122.119,0.69,3228022,54764,0.65,0.75,1979634
241121_Smp_UCYNA_Z-22,molecules1,Pyridoxal,168.082,122.119,0.69,5568277,312671,0.65,0.75,1955526
241121_Smp_UCYNA_Z-23,molecules1,Pyridoxal,168.082,122.119,0.69,5104281,230729,0.65,0.75,2002310
241121_Smp_UCYNA_Z-24,molecules1,Pyridoxal,168.082,122.119,0.69,5467019,170419,0.65,0.75,1981222
241121_Smp_UCYNA_Z-25,molecules1,Pyridoxal,168.082,122.119,0.69,3257236,86527,0.65,0.75,2018904
241121_Smp_UCYNA_Z-26,molecules1,Pyridoxal,168.082,122.119,0.69,3323850,43394,0.65,0.75,2055055
241121_Smp_UCYNA_Z-27,molecules1,Pyridoxal,168.082,122.119,0.69,3238470,23107,0.65,0.75,2046335
241121_Smp_UCYNA_Z-28,molecules1,Pyridoxal,168.082,122.119,0.69,3306704,28688,0.65,0.75,2075682
241121_Smp_UCYNA_Z-29,molecules1,Pyridoxal,168.082,122.119,0.69,3318138,39061,0.65,0.75,2200685
241121_Smp_UCYNA_Z-30,molecules1,Pyridoxal,168.082,122.119,0.69,4729540,193884,0.65,0.75,1948288
241121_Smp_UCYNA_Z-31,molecules1,Pyridoxal,168.082,122.119,0.68,4897195,336441,0.65,0.75,1815160
241121_Smp_UCYNA_Z-32,molecules1,Pyridoxal,168.082,122.119,0.69,4267376,302551,0.65,0.75,1789783
241121_Smp_UCYNA_Z-33,molecules1,Pyridoxal,168.082,122.119,0.69,3430762,39005,0.65,0.75,2180921
241121_Smp_UCYNA_Z-34,molecules1,Pyridoxal,168.082,122.119,0.69,4854241,159334,0.65,0.75,1781450
241121_Smp_UCYNA_Z-35,molecules1,Pyridoxal,168.082,122.119,0.72,4471604,336784,0.65,0.75,1543949
241121_Smp_UCYNA_Z-36,molecules1,Pyridoxal,168.082,122.119,0.73,5270773,218005,0.65,0.75,1812025
241121_Smp_UCYNA_Z-37,molecules1,Pyridoxal,168.082,122.119,0.69,3362267,40680,0.65,0.75,2044332
241121_Smp_UCYNA_Z-38,molecules1,Pyridoxal,168.082,122.119,0.69,3441802,51087,0.65,0.75,2228774
241121_Smp_UCYNA_Z-39,molecules1,Pyridoxal,168.082,122.119,0.69,3232631,71213,0.65,0.75,2043166
241121_Smp_UCYNA_Z-40,molecules1,Pyridoxal,168.082,122.119,0.69,3352935,68738,0.65,0.75,2090768
241121_Smp_UCYNA_Z-41,molecules1,Pyridoxal,168.082,122.119,0.69,3301167,41885,0.65,0.75,2130306
241121_Smp_UCYNA_Z-42,molecules1,Pyridoxal,168.082,122.119,0.69,3374077,42495,0.65,0.75,2201192
241121_Std_0nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,94.134,0.72,447903,23136,0.65,0.75,247330
241121_Std_0nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,94.134,0.73,381430,22104,0.65,0.75,203907
241121_Std_1nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,94.134,0.72,410455,38560,0.65,0.75,227667
241121_Std_1nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,94.134,0.72,404198,11999,0.65,0.75,211483
241121_Std_5nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,94.134,0.73,441275,10273,0.65,0.75,245917
241121_Std_5nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,94.134,0.73,402344,11802,0.65,0.75,201772
241121_Std_10nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,94.134,0.72,436085,19018,0.65,0.75,219293
241121_Std_10nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,94.134,0.72,392805,22348,0.65,0.75,185003
241121_Std_20nM_UCYNA_B12_1,molecules1,Pyridoxal,168.082,94.134,0.72,439421,7682,0.65,0.75,216031
241121_Std_20nM_UCYNA_B12_2,molecules1,Pyridoxal,168.082,94.134,0.72,385758,36487,0.65,0.75,200584
